Time[ns]
2000
2000
3200
1800
2000
1900
1800
2000
2300
1800
1800
1900
2000
1600
2200
1800
1800
2300
2400
2300
1900
2400
2200
1400
2300
2100
1800
1800
1800
2000
2100
2100
2400
1800
1600
2300
1900
2300
6500
2000
1900
1900
1900
1800
3800
1900
1900
2400
2400
2000
2200
1700
1800
1800
1800
2100
1800
2000
2100
2000
2300
1800
1600
2400
2300
2200
1900
1900
1800
2200
2100
2000
1800
3000
1800
2200
2100
2400
2000
1900
1800
2300
2500
2400
2200
2000
1900
2500
3100
1700
1800
1700
2300
2400
2000
2000
2000
2200
2300
2100
