Time[ns]
20800
23700
20500
20600
20500
21500
21100
21000
21100
20900
22200
22300
20800
20600
20600
20600
20700
21700
20600
20600
20600
20600
20600
21600
21800
21800
20600
23000
20800
20600
20600
20900
22000
20700
20600
20600
20700
20600
21900
21200
21800
20600
20700
20600
20900
22700
21100
21000
21100
22200
21200
21400
21000
21000
21000
22300
21800
21800
20600
20600
24500
21100
22300
22000
32500
20700
20700
20600
20600
20500
20600
21800
21200
19600
20600
20000
19800
20900
25100
21800
20600
20600
34100
19800
19800
19800
19800
19500
24200
21100
22400
21500
20500
21800
19800
19700
19600
19900
20700
68600
