Time[ns]
2200
2100
2100
2700
2900
2300
3200
2700
1500
2400
2000
2000
2500
2100
2100
2300
2300
1900
1600
2000
1900
2100
2100
1700
1800
2100
2000
2200
2200
2100
2500
1500
2100
1800
1800
2200
1600
1800
1700
2100
1800
1700
1800
2100
2100
2500
2300
1400
2300
2100
2500
2200
2100
1800
2500
3100
1700
2000
1900
2700
1400
2100
1500
1800
2000
1900
1800
1700
1600
1600
1600
2200
2000
1800
21800
2100
2400
2400
1900
2300
2500
1700
1500
1900
2400
2200
1800
1800
1500
1500
2200
2200
2300
1600
2100
2000
1900
1700
1700
2300
