Time[ns]
400
200
600
600
700
600
200
200
100
400
100
100
100
100
100
100
100
0
100
100
600
600
600
200
100
200
600
100
0
200
100
0
0
100
100
100
100
600
600
200
100
0
0
100
100
600
100
200
600
200
100
100
100
600
500
200
100
100
800
400
300
300
600
100
200
0
100
600
400
600
200
100
100
500
100
100
600
100
600
200
100
100
100
100
600
600
100
100
600
600
200
100
100
0
100
100
100
100
100
600
