Time[ns]
2252900
2191900
2653000
2219200
2333000
2654800
2802400
2634100
2794600
2695200
3081200
2843100
2623500
3015600
2984300
2912000
2482200
2514600
2633300
2681500
2134300
3342000
2850400
2646400
2486900
2275400
2864400
2217100
2783000
2317700
2223400
3070700
2605500
2873400
2667200
2166600
2631400
1984500
2497400
2520000
2846200
2663000
2241200
2732000
2486100
2416100
2451500
2534100
2366200
2084000
2595100
2981600
2427200
2640800
2687400
2428100
2328700
2370600
2789800
2158400
2066500
2795600
2354100
2302000
2608400
2725100
2980800
2789300
2809000
2246800
2396600
2142800
2753600
2231800
2334900
2749000
2448400
3296800
2595600
2041100
2351000
2731300
2687300
2672600
2209700
2908500
2640300
2777600
2755000
2844400
2850100
2733600
2614100
2827200
2609800
3051100
2693400
2816500
2663600
2828100
