Time[ns]
12300
11900
12100
11600
13000
11300
10900
11500
11500
14600
11900
9900
49900
12000
11400
12100
11400
11800
12100
11500
10800
12000
11600
12100
12400
11900
11000
47000
10400
11600
11700
12600
11500
12500
13200
11800
12200
12200
11900
12700
12900
11700
12300
11700
12000
11300
12200
13200
12100
12200
11600
10900
12200
11400
11300
11200
11600
13700
11000
12700
11800
11900
11000
12100
12100
11700
11500
11700
12200
11900
11600
12500
12700
12800
12300
11400
13500
11900
11700
11900
12200
13100
12700
11800
12000
12300
12500
12400
12700
12700
13700
13100
12600
13300
12100
12000
12700
12600
12200
11800
