Time[ns]
509400
358900
683000
532900
313000
751100
191700
273100
589300
830500
336100
401300
750400
250800
253700
405500
667500
446900
511100
419900
894300
634400
156600
868900
874900
989400
641600
167600
998000
347800
704000
768400
1113500
963800
960200
867600
535700
334100
1025000
597900
449200
490000
643100
863200
644100
660400
464600
455600
218200
457600
369900
596100
580800
454800
694900
492200
957700
374300
385400
619700
704500
630000
1032400
774700
388200
851500
525800
431500
118100
772200
812200
752600
745600
816300
410900
454400
332400
476800
855000
586200
868500
522000
851500
427900
620900
400000
958400
887100
517600
586300
593900
367300
451600
368800
473200
438400
796400
754300
922000
367000
