Time[ns]
664600
1239100
1453200
1016200
641900
2009200
584700
719300
439400
2077800
411500
567100
2879200
1048300
1889000
1368000
232500
1358200
2130400
1966700
45000
68300
1125200
2459700
635500
1065800
615900
54600
1632100
2108900
830400
1202800
1203700
2099600
2447400
319700
2056400
1329600
1405200
1310900
1912300
1047800
2465800
2598800
14300
1920900
1181200
944600
92800
692700
991400
1251900
2243400
2034900
2703900
1866400
1048000
2360000
90000
2477300
481000
225000
2263000
290800
2828200
495300
234700
1847400
1334800
774100
1313900
183500
139400
972700
77000
923100
636500
2399100
1224400
535700
44600
266300
1148800
1635500
107600
247500
929700
1196300
1358300
1178200
1555500
643200
178100
609000
1123400
769700
1908300
2386300
1757500
1573400
