Time[ns]
700
500
800
600
200
600
300
200
200
200
100
0
100
700
300
600
100
100
700
100
700
600
100
300
100
600
200
100
100
600
200
600
200
200
100
100
600
500
200
600
100
100
600
100
700
400
100
600
100
200
100
100
700
600
200
500
100
100
100
100
700
500
200
100
100
100
700
400
700
600
100
600
100
100
600
200
600
700
100
600
200
100
200
100
500
700
100
100
0
100
700
100
600
600
300
100
100
700
200
100
