Time[ns]
1000
1400
500
600
600
600
600
700
600
200
600
300
100
500
500
200
500
600
700
1300
300
400
1100
700
200
200
200
1100
600
600
500
500
600
600
600
600
600
500
500
600
600
800
900
600
400
500
600
500
600
600
500
400
100
800
200
1000
900
200
200
300
300
100
400
200
300
500
400
500
500
300
400
600
600
800
200
600
600
600
500
600
200
500
600
500
100
600
600
400
1000
900
700
600
500
600
600
900
800
600
500
500
