Time[ns]
290300
262000
368000
217400
279700
207100
206300
207800
213400
205900
225800
256700
213400
207200
203300
197100
258200
211700
240600
269800
233100
211900
212300
209100
203600
226400
203100
206600
203000
201800
207800
205500
201900
193400
197000
209500
194600
198400
291600
209500
210500
205000
212400
205000
203800
309600
200800
198600
197200
201000
211700
196600
253800
206800
208600
193600
197800
201100
192600
201000
202700
196100
195200
203400
191500
201600
203300
197700
193800
191700
193200
196000
192900
194200
193000
227500
199300
209000
203700
199100
196700
191400
194200
199900
203300
199400
196800
196500
194400
198800
482900
195800
201200
196400
331900
209600
196200
191100
196600
204500
