Time[ns]
3277800
2679000
3093900
2811900
2969500
3044700
2461600
2766300
2447700
3458000
2826500
3344100
3052800
3279400
3410000
3586900
2964000
2196300
2775000
2365100
2406300
3030300
3112600
2964500
3705400
4076300
4168500
2516800
4084900
3302300
3097900
2819600
2883100
2230100
3222700
2461200
4237400
2395700
2727800
2700100
2241900
3487900
2807000
2750500
2913400
2452900
3202500
2945200
2411300
2683500
2491200
2326000
2809900
2352000
2771800
3050300
2872300
2525700
2817700
2684800
2382500
4275000
2584400
2710600
3673000
2722500
3203200
3256200
3540500
2738300
2412600
2942000
2992100
2915400
2514600
2499000
2465900
3360600
2810800
2619100
2681200
3500800
3727800
3276100
3422500
2974400
2848700
2868600
2761300
2418000
2252800
2685900
2303500
2770700
2891400
3039600
2546600
4261300
2832200
3695100
