Time[ns]
249900
172900
163000
163100
162900
163100
210100
164900
167600
157100
151300
158200
163600
153600
144600
162700
144600
227000
161200
209500
158800
154900
159300
157500
198700
167000
158300
158600
159200
309800
216800
270300
167200
178000
172300
175500
167500
191500
258200
157700
213800
160700
162900
171700
157100
156100
174400
159000
158400
157900
158100
219500
160800
156100
157700
161300
158000
156400
156900
165300
157400
156600
205100
157600
157600
157700
161000
157700
156600
158800
160900
159200
157700
200600
158000
160200
161300
160600
161600
157800
156600
158000
158400
159300
162300
160900
157500
156400
159300
156900
157600
158100
157700
159900
160000
158200
211700
158700
173300
159800
