Time[ns]
2000
2000
2300
2900
2100
2600
2900
2000
1900
2300
2000
1900
2100
2200
2800
2200
1700
1900
2100
1400
2500
2400
2000
1800
2300
1800
3800
2400
2000
1800
2700
1800
1700
2200
2300
1800
2100
3300
2400
4100
3000
2400
2500
2300
2400
2100
2200
2000
3000
2200
1600
2100
2300
2900
2200
2100
1800
2400
1700
2200
1800
2000
2300
2800
1400
1300
1000
1500
1000
700
2000
1300
2600
2400
3400
2500
2200
2800
2900
2900
2300
2400
2200
2300
1400
6800
2000
2000
2100
1700
1200
2600
1800
2300
2700
2400
2600
2300
3200
2000
