Time[ns]
634800
342600
551400
573100
325200
405400
933600
424000
313400
296800
574000
391900
337500
303500
311600
256600
320200
326500
700600
323000
318200
313500
311500
448300
353600
324200
321100
318200
322300
391300
449900
448700
332200
583100
377700
320900
481600
316800
334400
355500
277000
317800
273600
284200
343100
410000
328100
478900
437900
433800
734000
376600
355400
335600
344800
325200
599300
365000
382600
620600
352700
347200
343200
326700
565200
548900
352000
342800
369800
549000
344700
453300
378700
538200
368300
322400
316100
448100
309900
311600
307500
305000
318600
308600
315100
323700
311000
307500
307500
311700
307300
313600
311500
305500
306600
267100
301800
307300
308200
304200
