Time[ns]
2624800
2260400
2144600
2441600
2363100
2133000
2420100
2617700
2221700
2156700
2424400
2167700
2169900
2359900
2426200
3036500
2738500
2639600
2484000
2902800
2865200
2450700
2652900
2911500
2761900
2555100
2226000
2553500
2501700
3013100
2301500
2304200
2203200
2433800
2613100
2135600
2145400
2276500
2201100
2294600
2085500
2290500
2059500
1991900
2346700
2485400
2399100
2391400
2599300
2495800
2899400
2263400
2375300
2365600
2245200
2275700
2089100
2341000
1994400
2283600
2124300
2033400
2240900
2090800
2260200
2112500
2303500
2862800
3036000
2762900
2810200
2878400
2735400
2746100
2822200
2871900
2985100
2851900
2786600
2961700
2486500
2923200
2848500
2895600
2869000
2846300
2860300
2868000
2809700
2724800
3301600
2484900
2292600
2737500
2108900
2285200
2400000
2424200
2442500
2303200
