Time[ns]
1100
600
800
800
500
400
500
600
700
500
700
1100
800
900
600
600
800
700
300
400
500
800
600
800
500
700
400
400
1100
700
600
800
400
700
600
300
800
500
700
400
900
700
400
700
500
200
600
600
1500
500
700
600
500
800
500
300
400
600
600
800
500
700
500
400
300
300
300
300
500
500
400
700
600
400
500
700
400
800
5100
1300
700
500
900
600
500
500
700
700
600
500
600
600
400
400
400
700
400
700
1000
500
