Time[ns]
25000
93300
22800
25400
23100
23200
25900
24100
25500
25100
24100
27600
28100
24400
25200
24000
25000
24700
36700
25800
26000
31400
29400
25900
26200
24900
25500
25700
24200
25500
24100
28900
32700
54200
22700
65600
24000
28500
26600
27500
24200
29200
32500
24400
26100
23500
28100
23000
21700
46200
57300
23300
24800
44900
26400
25100
23800
24900
24600
28700
25000
27100
27600
63000
39400
27200
25600
29500
24600
23500
23300
23300
23000
23300
23100
23200
23700
23300
23600
28000
26300
23100
23500
23100
23800
23900
23400
23100
24400
23000
23100
23500
24400
23100
22800
23700
30300
22900
40100
27400
