Time[ns]
145800
175500
146000
138300
139000
284400
136000
206300
154900
150900
133800
131400
158300
158200
180400
148600
147000
173700
152800
160900
164700
150700
140300
201600
228700
159200
154300
161900
153900
152000
150900
158400
152500
154300
160800
153500
153600
141400
165500
205600
142200
138300
169800
237300
135100
150900
148100
137800
193300
157000
147800
230500
154700
140200
154800
147300
166900
149800
149600
154700
147100
148800
146400
208400
206700
144200
149300
163000
161200
144300
148900
167000
150900
152200
153300
216400
154200
154000
141800
199800
186400
152700
138300
136800
134300
144000
142800
227800
134900
135100
135200
136500
132500
129400
183900
137900
147400
146200
142200
145800
