Time[ns]
1600
1200
900
1100
1500
1100
1500
1700
1000
1100
800
1300
1500
1600
1000
1300
1900
1600
1000
1000
1100
1000
1200
1400
1200
1000
1000
1400
1600
1100
1400
1300
2100
2200
1600
1300
1600
2100
1600
1300
1100
800
1000
900
1400
1500
700
800
1000
900
700
1000
1100
1500
700
700
1000
1300
1100
900
1500
1500
1000
1300
600
1100
700
800
1100
1200
800
1000
1200
900
1000
900
700
1000
500
600
1100
1400
900
1000
800
700
900
1500
1100
800
1300
1400
1200
800
900
800
600
1100
1500
800
