Time[ns]
1000
400
100
1300
900
600
400
100
200
200
900
600
500
800
200
200
200
900
300
200
200
600
300
200
200
200
500
600
1500
900
400
200
100
300
400
600
600
600
2000
900
900
800
800
600
500
1100
800
200
1000
600
800
1400
600
600
1000
500
600
800
900
400
700
600
400
1200
600
800
900
200
1700
700
900
900
800
400
500
200
200
200
300
200
100
300
200
200
200
100
200
200
200
100
100
200
100
200
200
200
100
100
100
200
