bin_index,count
0,1
1,0
2,0
3,2
4,1
5,1
6,1
7,2
8,0
9,0
10,2
11,2
12,2
13,0
14,1
15,0
16,1
17,2
18,0
19,0
20,0
21,1
22,1
23,0
24,0
25,2
26,1
27,2
28,1
29,0
30,0
31,0
32,1
33,0
34,1
35,0
36,1
37,0
38,0
39,2
40,1
41,1
42,1
43,1
44,0
45,0
46,1
47,2
48,1
49,2
50,0
51,0
52,0
53,1
54,0
55,0
56,1
57,0
58,0
59,2
60,0
61,2
62,2
63,2
64,1
65,0
66,1
67,0
68,1
69,0
70,0
71,2
72,0
73,0
74,1
75,0
76,0
77,2
78,0
79,2
80,0
81,0
82,0
83,1
84,0
85,1
86,1
87,2
88,0
89,0
90,1
91,0
92,1
93,1
94,0
95,2
96,1
97,1
98,1
99,0
100,2
101,0
102,0
103,1
104,1
105,2
106,0
107,1
108,2
109,1
110,1
111,1
112,0
113,1
114,0
115,1
116,1
117,2
118,0
119,1
120,0
121,0
122,0
123,1
124,0
125,1
126,2
127,0
128,2
129,0
130,2
131,2
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,0
140,0
141,1
142,0
143,0
144,2
145,2
146,3
147,0
148,1
149,0
150,1
151,2
152,1
153,1
154,0
155,0
156,1
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,0
165,0
166,1
167,0
168,3
169,0
170,1
171,1
172,2
173,2
174,0
175,0
176,0
177,1
178,2
179,0
180,1
181,0
182,0
183,0
184,1
185,0
186,0
187,1
188,3
189,2
190,2
191,0
192,1
193,1
194,1
195,1
196,1
197,0
198,0
199,3
200,0
201,1
202,1
203,0
204,0
205,1
206,1
207,0
208,2
209,0
210,3
211,3
212,1
213,1
214,0
215,1
216,1
217,0
218,0
219,0
220,0
221,2
222,2
223,1
224,2
225,1
226,1
227,2
228,2
229,1
230,1
231,2
232,0
233,2
234,2
235,0
236,0
237,3
238,0
239,1
240,0
241,0
242,1
243,1
244,0
245,1
246,2
247,0
248,1
249,1
250,0
251,2
252,0
253,0
254,0
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,2
264,2
265,1
266,3
267,1
268,1
269,1
270,1
271,2
272,0
273,2
274,0
275,2
276,1
277,0
278,1
279,1
280,0
281,3
282,0
283,0
284,0
285,0
286,1
287,1
288,1
289,0
290,0
291,0
292,1
293,2
294,1
295,2
296,0
297,0
298,0
299,0
300,1
301,0
302,0
303,3
304,1
305,1
306,1
307,0
308,1
309,1
310,3
311,2
312,1
313,3
314,1
315,0
316,0
317,0
318,0
319,0
320,0
321,2
322,0
323,0
324,1
325,0
326,2
327,1
328,0
329,0
330,0
331,0
332,2
333,1
334,1
335,3
336,1
337,0
338,0
339,1
340,0
341,1
342,1
343,0
344,0
345,1
346,0
347,0
348,0
349,0
350,0
351,1
352,1
353,0
354,0
355,0
356,1
357,0
358,1
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,1
367,2
368,0
369,1
370,0
371,1
372,2
373,0
374,1
375,0
376,1
377,1
378,0
379,1
380,1
381,1
382,2
383,0
384,0
385,0
386,1
387,0
388,1
389,0
390,0
391,1
392,1
393,0
394,0
395,1
396,1
397,1
398,1
399,0
400,0
401,2
402,2
403,0
404,0
405,0
406,1
407,1
408,2
409,0
410,2
411,2
412,1
413,1
414,1
415,0
416,1
417,1
418,4
419,0
420,0
421,0
422,0
423,1
424,3
425,1
426,1
427,2
428,0
429,0
430,2
431,0
432,0
433,1
434,0
435,0
436,0
437,1
438,0
439,1
440,1
441,0
442,1
443,2
444,0
445,1
446,1
447,1
448,1
449,2
450,1
451,1
452,3
453,0
454,0
455,0
456,0
457,0
458,0
459,3
460,0
461,0
462,2
463,1
464,2
465,2
466,0
467,1
468,3
469,2
470,0
471,0
472,0
473,1
474,1
475,0
476,0
477,0
478,2
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,1
499,0
500,3
501,1
502,2
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,2
511,2
512,0
513,0
514,1
515,2
516,0
517,4
518,2
519,0
520,0
521,0
522,2
523,3
524,1
525,0
526,1
527,1
528,1
529,1
530,1
531,1
532,0
533,0
534,1
535,0
536,0
537,1
538,1
539,5
540,0
541,1
542,6
543,2
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,2
552,1
553,0
554,0
555,1
556,0
557,0
558,0
559,2
560,0
561,0
562,1
563,0
564,0
565,0
566,0
567,0
568,0
569,3
570,1
571,0
572,1
573,1
574,1
575,0
576,0
577,4
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,1
586,1
587,2
588,2
589,0
590,0
591,0
592,0
593,1
594,3
595,1
596,0
597,0
598,1
599,2
600,1
601,0
602,0
603,1
604,0
605,0
606,0
607,1
608,2
609,1
610,2
611,1
612,1
613,1
614,0
615,0
616,0
617,2
618,0
619,0
620,1
621,0
622,0
623,0
624,2
625,0
626,0
627,0
628,0
629,5
630,2
631,3
632,0
633,2
634,0
635,0
636,1
637,0
638,0
639,1
640,3
641,1
642,0
643,2
644,2
645,1
646,0
647,0
648,1
649,1
650,3
651,0
652,2
653,0
654,0
655,2
656,0
657,2
658,2
659,2
660,0
661,1
662,2
663,1
664,0
665,2
666,1
667,1
668,1
669,0
670,2
671,0
672,1
673,1
674,1
675,2
676,0
677,2
678,1
679,1
680,1
681,0
682,1
683,0
684,2
685,0
686,1
687,0
688,1
689,1
690,0
691,5
692,0
693,1
694,0
695,1
696,1
697,2
698,0
699,1
700,0
701,0
702,0
703,1
704,1
705,1
706,0
707,0
708,1
709,3
710,0
711,0
712,0
713,0
714,0
715,3
716,0
717,0
718,2
719,0
720,3
721,0
722,1
723,1
724,1
725,1
726,1
727,0
728,0
729,0
730,1
731,1
732,1
733,0
734,0
735,1
736,1
737,1
738,0
739,2
740,1
741,1
742,0
743,0
744,2
745,1
746,0
747,1
748,1
749,0
750,0
751,0
752,0
753,0
754,0
755,2
756,2
757,0
758,1
759,0
760,0
761,1
762,1
763,0
764,1
765,2
766,2
767,1
768,1
769,1
770,3
771,1
772,1
773,1
774,1
775,1
776,0
777,0
778,0
779,0
780,3
781,1
782,0
783,2
784,2
785,0
786,1
787,1
788,0
789,2
790,0
791,0
792,1
793,3
794,5
795,2
796,2
797,1
798,3
799,0
800,2
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,2
809,0
810,1
811,1
812,0
813,1
814,1
815,1
816,0
817,2
818,1
819,1
820,0
821,2
822,0
823,0
824,0
825,1
826,0
827,0
828,0
829,1
830,1
831,0
832,1
833,1
834,2
835,1
836,3
837,1
838,0
839,0
840,1
841,1
842,0
843,1
844,0
845,0
846,2
847,1
848,1
849,1
850,3
851,3
852,0
853,1
854,1
855,0
856,1
857,1
858,0
859,1
860,0
861,1
862,2
863,0
864,0
865,1
866,0
867,0
868,0
869,1
870,1
871,0
872,1
873,1
874,1
875,2
876,0
877,0
878,1
879,0
880,0
881,1
882,1
883,1
884,1
885,0
886,1
887,0
888,1
889,2
890,1
891,1
892,0
893,0
894,1
895,0
896,1
897,1
898,1
899,1
900,0
901,0
902,0
903,1
904,3
905,0
906,0
907,1
908,0
909,1
910,0
911,1
912,0
913,1
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,1
924,0
925,2
926,2
927,0
928,1
929,2
930,1
931,0
932,2
933,0
934,1
935,2
936,0
937,1
938,1
939,0
940,0
941,0
942,1
943,1
944,1
945,0
946,1
947,0
948,1
949,1
950,0
951,1
952,1
953,2
954,1
955,1
956,2
957,1
958,3
959,1
960,0
961,1
962,0
963,0
964,1
965,0
966,0
967,1
968,0
969,1
970,1
971,2
972,1
973,0
974,2
975,0
976,1
977,0
978,1
979,2
980,1
981,2
982,0
983,0
984,0
985,0
986,0
987,1
988,1
989,1
990,0
991,1
992,2
993,0
994,1
995,1
996,1
997,0
998,0
999,0
1000,4
1001,1
1002,1
1003,1
1004,2
1005,1
1006,0
1007,3
1008,3
1009,0
1010,1
1011,2
1012,2
1013,0
1014,0
1015,1
1016,3
1017,2
1018,0
1019,1
1020,1
1021,0
1022,0
1023,0
1024,2
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,0
1032,1
1033,3
1034,3
1035,0
1036,0
1037,1
1038,0
1039,0
1040,1
1041,0
1042,0
1043,0
1044,1
1045,1
1046,0
1047,2
1048,1
1049,0
1050,2
1051,0
1052,1
1053,1
1054,2
1055,1
1056,2
1057,0
1058,2
1059,2
1060,0
1061,0
1062,0
1063,2
1064,0
1065,3
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,2
1074,0
1075,0
1076,2
1077,1
1078,1
1079,0
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,0
1087,1
1088,1
1089,1
1090,0
1091,2
1092,0
1093,2
1094,1
1095,0
1096,1
1097,0
1098,2
1099,2
1100,0
1101,0
1102,1
1103,2
1104,1
1105,1
1106,1
1107,0
1108,2
1109,0
1110,0
1111,0
1112,0
1113,0
1114,1
1115,0
1116,0
1117,0
1118,0
1119,0
1120,1
1121,3
1122,0
1123,0
1124,1
1125,0
1126,2
1127,1
1128,1
1129,0
1130,0
1131,1
1132,2
1133,1
1134,2
1135,3
1136,0
1137,1
1138,0
1139,1
1140,4
1141,2
1142,1
1143,1
1144,0
1145,2
1146,2
1147,2
1148,2
1149,0
1150,0
1151,2
1152,0
1153,0
1154,3
1155,0
1156,0
1157,0
1158,0
1159,0
1160,1
1161,1
1162,1
1163,3
1164,1
1165,1
1166,0
1167,1
1168,0
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,2
1180,1
1181,0
1182,1
1183,0
1184,0
1185,0
1186,1
1187,0
1188,2
1189,1
1190,1
1191,0
1192,1
1193,0
1194,0
1195,0
1196,0
1197,2
1198,0
1199,2
1200,1
1201,0
1202,1
1203,2
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,1
1214,1
1215,3
1216,3
1217,0
1218,0
1219,0
1220,3
1221,0
1222,2
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,2
