bin_index,count
0,0
1,2
2,2
3,0
4,0
5,1
6,1
7,0
8,2
9,0
10,0
11,1
12,1
13,0
14,2
15,0
16,2
17,2
18,2
19,0
20,2
21,1
22,0
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,1
31,1
32,1
33,1
34,2
35,3
36,0
37,1
38,1
39,2
40,0
41,0
42,1
43,1
44,0
45,1
46,2
47,1
48,0
49,1
50,1
51,4
52,0
53,2
54,0
55,0
56,0
57,0
58,1
59,1
60,0
61,4
62,2
63,3
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,1
72,1
73,1
74,0
75,1
76,1
77,0
78,0
79,1
80,0
81,2
82,0
83,1
84,0
85,0
86,0
87,1
88,0
89,3
90,1
91,0
92,0
93,1
94,0
95,0
96,0
97,0
98,1
99,0
100,1
101,1
102,0
103,0
104,0
105,1
106,3
107,0
108,1
109,0
110,1
111,0
112,0
113,2
114,1
115,1
116,2
117,0
118,0
119,2
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,2
131,1
132,1
133,0
134,3
135,0
136,3
137,0
138,1
139,1
140,0
141,1
142,0
143,1
144,2
145,0
146,1
147,0
148,0
149,0
150,3
151,1
152,1
153,1
154,0
155,0
156,1
157,1
158,0
159,1
160,0
161,0
162,0
163,0
164,0
165,0
166,1
167,1
168,1
169,1
170,0
171,1
172,2
173,1
174,2
175,1
176,3
177,1
178,0
179,0
180,2
181,0
182,1
183,0
184,0
185,3
186,0
187,1
188,1
189,1
190,1
191,0
192,1
193,0
194,2
195,0
196,1
197,1
198,0
199,0
200,1
201,1
202,1
203,1
204,2
205,0
206,2
207,2
208,2
209,0
210,2
211,1
212,0
213,1
214,0
215,1
216,3
217,1
218,1
219,0
220,1
221,0
222,0
223,1
224,1
225,1
226,1
227,0
228,0
229,0
230,0
231,1
232,1
233,3
234,2
235,0
236,1
237,1
238,1
239,1
240,1
241,3
242,0
243,0
244,1
245,1
246,1
247,0
248,4
249,0
250,0
251,2
252,2
253,0
254,1
255,2
256,0
257,1
258,0
259,0
260,2
261,0
262,0
263,1
264,3
265,0
266,0
267,0
268,1
269,1
270,0
271,3
272,1
273,3
274,2
275,0
276,0
277,1
278,0
279,1
280,0
281,1
282,0
283,0
284,1
285,0
286,1
287,0
288,2
289,1
290,3
291,1
292,2
293,1
294,0
295,0
296,0
297,2
298,2
299,0
300,1
301,1
302,1
303,1
304,0
305,0
306,1
307,0
308,0
309,1
310,2
311,1
312,1
313,0
314,0
315,0
316,0
317,1
318,1
319,1
320,1
321,1
322,1
323,0
324,1
325,1
326,2
327,3
328,0
329,1
330,0
331,0
332,1
333,0
334,1
335,2
336,1
337,0
338,1
339,0
340,0
341,0
342,0
343,0
344,1
345,2
346,0
347,0
348,0
349,2
350,2
351,0
352,1
353,0
354,3
355,1
356,1
357,0
358,1
359,3
360,1
361,0
362,1
363,1
364,0
365,2
366,0
367,0
368,1
369,1
370,0
371,0
372,2
373,0
374,4
375,1
376,2
377,1
378,0
379,2
380,1
381,0
382,2
383,1
384,0
385,0
386,0
387,1
388,1
389,1
390,4
391,2
392,0
393,1
394,0
395,2
396,0
397,1
398,2
399,0
400,1
401,4
402,1
403,2
404,1
405,0
406,0
407,2
408,2
409,1
410,1
411,2
412,0
413,2
414,1
415,0
416,0
417,0
418,1
419,1
420,0
421,0
422,0
423,0
424,0
425,1
426,1
427,2
428,0
429,2
430,0
431,1
432,1
433,1
434,1
435,2
436,0
437,1
438,2
439,0
440,0
441,0
442,1
443,1
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,1
452,1
453,2
454,0
455,1
456,4
457,1
458,0
459,0
460,1
461,0
462,2
463,1
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,2
474,0
475,2
476,0
477,2
478,2
479,0
480,0
481,1
482,0
483,0
484,0
485,0
486,2
487,1
488,1
489,1
490,1
491,1
492,0
493,1
494,0
495,1
496,1
497,0
498,0
499,2
500,1
501,1
502,2
503,0
504,0
505,2
506,1
507,0
508,0
509,3
510,1
511,0
512,0
513,0
514,3
515,3
516,1
517,1
518,1
519,1
520,0
521,0
522,1
523,0
524,1
525,1
526,0
527,1
528,0
529,1
530,1
531,1
532,0
533,0
534,1
535,3
536,1
537,2
538,1
539,2
540,0
541,0
542,1
543,0
544,2
545,0
546,2
547,0
548,1
549,0
550,0
551,2
552,0
553,3
554,0
555,1
556,2
557,0
558,3
559,0
560,1
561,0
562,0
563,0
564,0
565,1
566,2
567,1
568,1
569,1
570,2
571,1
572,0
573,0
574,0
575,0
576,2
577,0
578,0
579,0
580,0
581,1
582,2
583,1
584,0
585,0
586,0
587,2
588,0
589,0
590,2
591,2
592,2
593,2
594,0
595,2
596,0
597,0
598,0
599,0
600,1
601,2
602,1
603,1
604,0
605,0
606,0
607,0
608,3
609,0
610,3
611,0
612,2
613,1
614,1
615,0
616,0
617,0
618,1
619,1
620,1
621,0
622,0
623,2
624,1
625,2
626,2
627,0
628,0
629,0
630,1
631,1
632,0
633,1
634,0
635,2
636,0
637,1
638,0
639,0
640,1
641,0
642,1
643,3
644,0
645,0
646,0
647,1
648,2
649,2
650,3
651,1
652,0
653,2
654,0
655,1
656,0
657,1
658,4
659,1
660,1
661,0
662,0
663,1
664,2
665,1
666,1
667,1
668,0
669,1
670,2
671,0
672,1
673,3
674,1
675,2
676,0
677,1
678,1
679,0
680,0
681,1
682,2
683,1
684,2
685,0
686,0
687,1
688,0
689,0
690,0
691,1
692,1
693,2
694,1
695,2
696,0
697,0
698,1
699,0
700,0
701,0
702,0
703,0
704,1
705,1
706,0
707,2
708,0
709,1
710,2
711,0
712,1
713,0
714,2
715,1
716,1
717,0
718,0
719,0
720,0
721,1
722,0
723,1
724,0
725,0
726,2
727,2
728,1
729,2
730,0
731,1
732,0
733,1
734,0
735,2
736,1
737,0
738,1
739,2
740,1
741,0
742,1
743,0
744,0
745,1
746,0
747,0
748,2
749,2
750,0
751,0
752,0
753,2
754,1
755,0
756,0
757,1
758,1
759,0
760,2
761,0
762,2
763,0
764,2
765,1
766,0
767,1
768,3
769,0
770,1
771,0
772,0
773,1
774,2
775,1
776,2
777,2
778,0
779,0
780,0
781,1
782,0
783,0
784,2
785,1
786,1
787,1
788,1
789,1
790,2
791,2
792,0
793,1
794,1
795,1
796,1
797,1
798,1
799,0
800,0
801,2
802,0
803,0
804,2
805,0
806,1
807,2
808,1
809,4
810,1
811,0
812,1
813,1
814,2
815,0
816,0
817,1
818,0
819,0
820,1
821,2
822,0
823,0
824,1
825,1
826,2
827,1
828,0
829,0
830,0
831,0
832,1
833,0
834,3
835,0
836,0
837,1
838,0
839,1
840,0
841,0
842,0
843,2
844,1
845,0
846,1
847,2
848,0
849,2
850,0
851,2
852,0
853,3
854,1
855,2
856,3
857,2
858,0
859,1
860,0
861,1
862,0
863,1
864,2
865,1
866,0
867,0
868,0
869,2
870,0
871,0
872,3
873,0
874,2
875,0
876,0
877,1
878,0
879,0
880,0
881,1
882,0
883,0
884,0
885,1
886,1
887,1
888,0
889,2
890,1
891,0
892,1
893,2
894,0
895,0
896,0
897,1
898,0
899,0
900,0
901,0
902,2
903,0
904,0
905,2
906,2
907,0
908,2
909,0
910,0
911,1
912,1
913,2
914,2
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,0
929,1
930,2
931,0
932,1
933,0
934,0
935,0
936,2
937,0
938,2
939,0
940,1
941,0
942,2
943,4
944,0
945,1
946,1
947,1
948,1
949,1
950,2
951,1
952,0
953,0
954,0
955,1
956,0
957,2
958,0
959,0
960,0
961,0
962,2
963,2
964,0
965,1
966,0
967,1
968,1
969,1
970,0
971,4
972,2
973,1
974,0
975,0
976,0
977,0
978,1
979,1
980,0
981,0
982,1
983,0
984,0
985,2
986,1
987,1
988,1
989,0
990,0
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,1
999,2
1000,0
1001,1
1002,0
1003,1
1004,1
1005,0
1006,2
1007,0
1008,1
1009,1
1010,0
1011,1
1012,1
1013,0
1014,0
1015,0
1016,2
1017,2
1018,1
1019,0
1020,0
1021,1
1022,0
1023,0
1024,1
1025,1
1026,0
1027,3
1028,0
1029,0
1030,1
1031,1
1032,1
1033,2
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,3
1043,0
1044,0
1045,1
1046,0
1047,1
1048,1
1049,0
1050,1
1051,2
1052,0
1053,2
1054,0
1055,0
1056,1
1057,0
1058,2
1059,2
1060,2
1061,1
1062,0
1063,1
1064,1
1065,2
1066,2
1067,1
1068,1
1069,2
1070,0
1071,0
1072,1
1073,1
1074,1
1075,2
1076,2
1077,2
1078,0
1079,0
1080,1
1081,1
1082,0
1083,0
1084,1
1085,0
1086,0
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,0
1100,0
1101,0
1102,1
1103,1
1104,0
1105,0
1106,1
1107,2
1108,2
1109,0
1110,1
1111,1
1112,1
1113,0
1114,1
1115,1
1116,0
1117,0
1118,0
1119,1
1120,4
1121,2
1122,1
1123,0
1124,1
1125,1
1126,0
1127,2
1128,0
1129,0
1130,0
1131,1
1132,1
1133,0
1134,2
1135,0
1136,0
1137,2
1138,0
1139,0
1140,0
1141,1
1142,0
1143,2
1144,3
1145,0
1146,2
1147,1
1148,2
1149,1
1150,2
1151,2
1152,0
1153,0
1154,4
1155,2
1156,0
1157,1
1158,0
1159,0
1160,1
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,2
1168,1
1169,0
1170,0
1171,0
1172,1
1173,0
1174,0
1175,1
1176,0
1177,2
1178,2
1179,0
1180,0
1181,0
1182,2
1183,0
1184,0
1185,2
1186,0
1187,1
1188,2
1189,0
1190,1
1191,1
1192,0
1193,2
1194,1
1195,0
1196,2
1197,0
1198,2
1199,0
1200,1
1201,2
1202,0
1203,2
1204,0
1205,0
1206,1
1207,1
1208,0
1209,1
1210,0
1211,2
1212,1
1213,2
1214,0
1215,2
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,2
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,1
1232,0
1233,1
1234,1
