bin_index,count
0,2
1,1
2,1
3,0
4,2
5,1
6,3
7,0
8,1
9,0
10,0
11,1
12,1
13,0
14,0
15,0
16,0
17,1
18,0
19,0
20,1
21,0
22,2
23,0
24,0
25,0
26,1
27,0
28,2
29,0
30,1
31,0
32,0
33,0
34,1
35,1
36,2
37,0
38,0
39,3
40,2
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,1
52,0
53,0
54,1
55,1
56,2
57,1
58,0
59,0
60,0
61,1
62,2
63,1
64,0
65,0
66,2
67,0
68,0
69,2
70,3
71,1
72,2
73,1
74,1
75,0
76,1
77,0
78,1
79,1
80,1
81,0
82,1
83,2
84,2
85,0
86,0
87,3
88,0
89,2
90,0
91,0
92,0
93,2
94,0
95,0
96,0
97,1
98,1
99,0
100,1
101,1
102,1
103,0
104,1
105,1
106,1
107,2
108,1
109,2
110,1
111,0
112,1
113,1
114,0
115,1
116,0
117,2
118,1
119,0
120,0
121,0
122,1
123,0
124,0
125,1
126,2
127,0
128,0
129,1
130,0
131,1
132,0
133,3
134,2
135,2
136,1
137,2
138,0
139,1
140,0
141,1
142,0
143,1
144,4
145,1
146,0
147,0
148,2
149,2
150,1
151,2
152,0
153,0
154,1
155,1
156,0
157,0
158,0
159,1
160,2
161,0
162,0
163,2
164,1
165,0
166,0
167,0
168,2
169,1
170,1
171,2
172,0
173,0
174,1
175,0
176,0
177,0
178,0
179,2
180,2
181,0
182,0
183,1
184,2
185,0
186,0
187,0
188,0
189,1
190,0
191,1
192,2
193,1
194,3
195,0
196,0
197,0
198,0
199,1
